タイムスタンプ,02　新規登録ですか、修正依頼ですか,03　店舗名（正式名称）＜公開＞,04-1　店舗住所・区名＜公開＞,04-2　店舗住所・区以降＜公開＞,04-3　店舗住所・建物名称など＜公開＞,04-4　【任意】店舗の正確な位置（緯度・経度）が分かる方は入力をお願いします＜公開＞,05　店舗の電話番号（ハイフンなし）＜公開＞,06　最寄り駅＜公開＞,07　提供の条件（提供時間・曜日）＜公開＞,08　定休日＜公開＞,09　店舗　ウェブサイトURL＜公開＞,10　店舗　SNS＜公開＞,11　料理のジャンル＜公開＞,12　テイクアウト（持ち帰り）はできますか＜公開＞,13-1　デリバリー（宅配・出前）はできますか＜公開＞,13-2　デリバリー（宅配・出前）の配達・配送料＜公開＞,14　店舗からのメッセージ＜公開＞,15-1a　【メニュー１】メニュー名＜公開＞,15-1b　【メニュー１】税込価格＜公開＞,15-2a　【メニュー２】メニュー名＜公開＞,15-2b　【メニュー２】税込価格＜公開＞,15-3a　【メニュー３】メニュー名＜公開＞,15-3b　【メニュー３】税込価格＜公開＞,15-4　【メニュー4以降】メニュー名、税込価格＜公開＞,店舗ID,,,,,
5/5/2020 15:35:38,修正依頼,Yayoi,港南区,港南台4-7-23,コーポすみれ110,,0458313877,港南台,テイクアウト　金曜→17:30-20:0、土曜・日曜→16:30-20:00,"月曜日, 火曜日, 水曜日, 木曜日",http://sushi-bar-yayoi.com,https://ja-jp.facebook.com/sushi.bar.yayoi,寿司,はい,いいえ,,"港南台駅から徒歩2分の 全面禁煙 の和酒×Sushi Bar 【Yayoi】です。
鮨職人、ふぐ包丁師で唎酒師 の店主こだわりの日本酒・焼酎をお楽しみ頂けます。",握り(握り４貫+巻物1本),1500,〆さばの押し鮨,1500,南関揚げいなりの助六,1000,,81,,,,,
5/5/2020 15:35:54,修正依頼,MAHALO cafe,磯子区,洋光台3-13-9,,"35.379470, 139.595171",,洋光台駅,朝10時～夜6時まで受付,定休日なし,https://r.gnavi.co.jp/ajc1mcew0000/,,ハワイアン、アメリカン料理,はい,いいえ,,ナチュラルな食材を使用した手作りのハワイアン料理,牛100%ロコモコ,1026,モチコチキンプレート,972,MAHALOプレート,1458,"ローストビーフ丼　1026円
アヒポキ丼　1026円
チキンオーバーライス　1026円
ガーリックシュリンププレート　1026円
グリルチキンサンド　950円
ハワイアンチャウメン  972円",178,,,,,
5/5/2020 15:54:43,新規登録,木曽路　霧が丘店,緑区,霧が丘3-1-6,,,0459241021,十日市場駅,受付　10:30～19:30　　販売　11:30～20:00,定休日なし,https://www.kisoji.co.jp,,和食,はい,いいえ,,"木曽路がお弁当を始めました！ボリュームたっぷりのすき焼き弁当、彩り豊かな木曽弁当
など本格的な味を是非ご賞味くださいませ！",国産うなぎ弁当,2700,和牛あみやき弁当,2700,木曽弁当,1944,"すき焼き重弁当　1296　すき焼き重弁当(ロース)　1620　
すき焼き重弁当(和牛霜降肉)　2484　すき焼き重弁当(和牛特選霜降肉)　2916",465,,,,,
5/5/2020 15:58:01,新規登録,和lN食堂マミーズタミー,中区,野毛町2-86-7,,,0452434377,桜木町,テイクアウトのみ(12時~20時),定休日なし,,https://www.instagram.com/invites/contact/?i=1ljsh3c1pov3g&utm_content=t9hqcm,和食,はい,いいえ,,,和牛ガーリックライス 並,700,和牛ガーリックライス 大,850,だしまき玉子,650,鶏そぼろご飯 並 650 和牛ローストビーフのサラダ仕立て 900 鶏のから揚げ 500,466,,,,,
5/5/2020 16:01:58,新規登録,LeBRESSO横浜元町店,中区,元町2-81,OZONEビル1F,,0453239020,元町中華街駅,月-金　9時～18時30分　土日祝　8時～18時30分,定休日なし,https://www.americanhouse.co.jp/23-manjia-1,https://www.instagram.com/lebresso.yokohama/,食パン専門店,はい,いいえ,,"独自の製法で、ひとつひとつ丁寧にじっくりと時間をかけて焼き上げました。
もっちりしっとりとした食感で、ほんのり甘く、独特の「うまみ」が特徴です。
心のこもったブレッドとエスプレッソを通して、
日常の中にある小さなHAPPYをお届けいたします。",レブレッソブレッド,650,ハニーバターミルクジャム,870,厚切りバタートースト,390,"・バタートースト　￥310
・あまおういちごジャムトースト　￥360
・サワークリーム＆ハニーバターアップルトースト　￥490
・アボカド＆ベーコンシーザーサラダトースト　￥560
・ピザトースト　￥550",467,,,,,
5/5/2020 17:11:24,新規登録,QUAYS pacific grill（キーズ パシフィックグリル）,中区,新港２丁目14-１,横浜ハンマーヘッド1F/2F,,0459000310,みなとみらい,WEB注文は24時間OK、TELでも承ります。受取は11:00-20:00、最終注文は19:30です。,定休日なし,https://www.huge.co.jp/restaurant/new-american/quayspacificgrill,https://www.instagram.com/quayspacificgrill/,洋食,はい,いいえ,,海を見渡せる絶景のレストラン。ソーシャルディタンスに配慮した営業をしております！,Rバーガー,1300,オリジナルフライドチキン,1300,小海老のジェノベーゼ,1100,ナンバーナイン・ブリュワリー ビール2本セット　3000円　お好きなビール2種類とオリジナルのフライドチキンがセットになった、QUAYS pacific grillを満喫できるセットです。,468,,,,,
5/5/2020 17:16:14,新規登録,お好み焼　杏子（あんず）センター北店,都筑区,中川中央1-37-6,セントラルヴィラ1階,,0459137473,横浜市営地下鉄センター北駅,ご注文受付時間15時～21時,定休日なし,https://r.gnavi.co.jp/g281001/,https://www.instagram.com/explor/locations/280565837/anzuokonomiyaki?hl=en,お好み焼き,はい,はい,お会計が4000円に満たない場合のみ、配送料を500円頂戴します,創業50年の老舗、お客様をうならせるお好み焼き、お焼きします！！,大阪風お好み焼き　海鮮ミックス,1166,広島風お好み焼き　スペシャル,1674,富士宮やきそば,880,そばめし1058円　焼きうどん972円　焼きおにぎり（1個）216円　豚平焼き702円　ゲソバター焼き734円　砂肝の塩焼き734円　,469,,,,,
5/5/2020 17:52:04,新規登録,とんかつ　いぶき,磯子区,西町11-8 ,根岸駅前ビル1F,,08080870569,根岸駅,"ランチタイム(11:30～14:30)
ディナータイム(17:00～20:00) 短縮営業中",日曜日,,,とんかつ弁当、とんかつ単品各種,はい,いいえ,,"2020年4月に新しくオープンさせて
頂きました！！
ご注文頂いてから丁寧にパン粉付けを
して揚げたサクサクのとんかつを
ご家庭でも是非お試し下さい。",ロースかつ(100g)弁当　,750,ロースかつ弁当(150g)弁当,950,一口ひれかつ(3ケ)弁当,950,"一口ひれかつ(2ケ)弁当　\700
ヒレ野菜弁当   \900
(一口ヒレカツ2ケ、野菜二種) 

(単品メニュー)
ロースかつ(100g) \550
ロースかつ(150g) \750
一口ひれかつ　\250
オクラ　\100
なす　\100
いか　\150
うずら \50
ライス　\200
",470,,,,,
5/5/2020 18:26:59,新規登録,やきとり工房新杉田店,磯子区,杉田4-1-8,Jcity新杉田1F,,0457729778,JR新杉田,テイクアウト12時～,定休日なし,http://www.yakitorikoubou.jp,,やきとり、から揚げ等,はい,いいえ,,本格炭火焼のお店です。やきとりはもちろん！！一品料理やお食事のテイクアウトOKです！！詳しくはホームページをご覧ください。,団子つくね,76,やきとり弁当,756,鶏唐揚げ,518,,471,,,,,
5/5/2020 18:32:51,新規登録,やきとり工房　希望ヶ丘,旭区,中希望が丘102,ジョイビル1F,,0453652889,相鉄線希望ヶ丘駅,テイクアウト12時～,定休日なし,http://www.yakitorikoubou.jp,,やきとり、から揚げ等,はい,いいえ,,"本格炭火焼のやきとりはもちろん、唐揚げやお食事等多数メニューあり
詳しくはホームページをご覧ください！！",団子つくね,76,やきとり弁当,756,鶏からあげ,518,,472,,,,,
5/5/2020 18:39:19,新規登録,やきとり工房　東白楽店,神奈川区,西神奈川2-1-1,,,0454814322,東白楽駅,テイクアウト12時～,定休日なし,http://www.yakitorikoubou.jp,,やきとり、から揚げ、お食事等,はい,いいえ,,"炭火やきとりはもちろん、から揚げ等の一品料理やお食事もテイクアウトできます！！
詳しくはホームページをご覧ください！！",団子つくね,76,やきとり弁当,756,鶏からあげ,518,,473,,,,,
5/5/2020 18:49:04,新規登録,やきとり工房　金沢文庫店,金沢区,谷津371,,,0457828855,金沢文庫駅,テイクアウト12時から,定休日なし,http://www.yakitorikoubou.jp,,炭火やきとり、鳥から、やきとり丼等,はい,いいえ,,"本格炭火やきとりはもちろん、唐揚げ、お食事等メニュー多数あり
詳しくはホームページをご覧ください！！",団子つくね,76,やきとり弁当,756,鶏からあげ,518,,474,,,,,
5/5/2020 18:54:41,新規登録,やきとり工房　南太田店,南区,南太田1-25-3,,,0457122528,京急南太田駅,テイクアウト12時から,定休日なし,http://www.yakitorikoubou.jp,,炭火やきとり、唐揚げ、やきとり弁当等,はい,いいえ,,本格炭火焼やきとりはもちろん、鶏からあげ、お食事等多数テイクアウトメニューあります。詳しくはホームページをご覧ください！！,団子つくね,76,やきとり弁当,756,鶏からあげ,518,,475,,,,,
5/5/2020 18:59:42,新規登録,やきとり工房　星川店,保土ケ谷区,星川1-4-23,,,0454423434,相鉄線　星川駅,テイクアウト12時から,定休日なし,http://www.yakitorikoubou.jp,,やきとり、鶏からあげ、やきとり弁当,はい,いいえ,,本格炭火やきとりはもちろん、鶏からあげ、お食事等テイクアウトメニュー多数あります！！詳しくはホームページをご覧ください！！,団子つくね,76,やきとり弁当,756,鶏からあげ,756,,476,,,,,
5/5/2020 19:37:18,新規登録,85bar+kitchen ,神奈川区,台町1-10,ルグラン台町1F,,0456200849,神奈川,"テイクアウト
ランチ　月火木金11:30-14:00
※ランチのみphlox local market/神奈川区台町6-5にて販売。
ディナー　月火木金土17:00-19:30","水曜日, 日曜日",https://85bar-pluskitchen.com/,,カレー,はい,いいえ,,"3日間コトコト煮込んだスパイスたっぷりのチキンカレーをご自宅で！
お米は「香りの女王」と言われるパキスタンのバスマティライスを使用しており、カレーと混ぜるとより味わい深い風味をお楽しみいただけます。
半熟卵と季節の野菜揚げ、ポテトサラダがついてきます。",チキンスパイスカレー,800,,,,,,477,,,,,
5/5/2020 20:54:43,修正依頼,GOHANYA'GOHAN,西区,みなとみらい4-6-2,グランドセントラルテラス１階,,0452288998,みなとみらい駅,テイクアウトは平日11時～15時のみ対応。（メニューによっては18時まで可能）,不定休,,,和食,はい,はい,"デリバリーはNEWPORTにて行っております。（5月中旬開始予定）
また店舗から徒歩5分以内でしたら配達可能です。","当店は米の卸である㈱ミツハシが運営する飲食店となっております。
当店の自慢は「土鍋ごはん」です！土鍋で一釜ずつ丁寧に炊いたごはんは炊きたてはもちろん冷めても美味しく、お弁当にもピッタリです。ごはんは、「白米」と「玄米」の2種類をご用意しています。おかずは発酵調味料を使った優しい味わいが特徴。発酵調味料で味付けした”唐揚げ”も大変人気商品です。当店のこだわりがギュッと詰まったお弁当を是非ご賞味ください。",唐揚げ弁当,600,野菜炒め＆唐揚げ弁当,650,牛焼肉のスタミナ弁当,700,"左記のお弁当は平日11時～15時の販売となっております。
※なくなり次第終了となります※
14時以降のお時間は以下のお弁当を”ご注文いただいてから”おつくりいたします。
【14時～17時限定のできたて弁当】
・唐揚げ弁当　￥700
・野菜と鶏肉の黒酢あんかけ弁当　￥800
・生姜焼き弁当　￥800
・銀鮭の三五八漬け焼き弁当　￥1000",411,,,,,
5/5/2020 22:48:14,新規登録,Cafe Leaf,南区,浦舟町1丁目1-7,リ・ラフォーレ横浜橋,,0453152125,地下鉄ブルーライン阪東橋駅出口1Aより徒歩5分,,日曜日,http://www.ruru.co.jp/cafe-leaf/,https://www.facebook.com/CafeLeaf.coffee,お弁当,はい,はい,徒歩十分圏内にお届け可能。配送料無料,"未病を改善して、健康長寿を目指すCafe
障がい者が障がいという個性的を生かして元気に働く、ダイバーシティCafe

◎有機農業ネットワーク神奈川のお野菜
◎有機食材、有機調味料、有機飲料
◎電解水素水使用
◎銀座パウリスタの農薬・化学肥料不使用「森のコーヒー」",,,,,,,,479,,,,,
5/5/2020 22:56:50,新規登録,そば処鶴岡 根岸店,磯子区,原町1-6,,,0457612166,JR根岸駅,デリバリー18時50分ラストオーダー、テイクアウトは11時30分～18時50分まで,木曜日,,,そば・うどん,はい,はい,,デリバリーは範囲が限られていますのでまずご連絡をいただければと思います、テイクアウトは丼物とおかず、おつまみなどをご用意しています！こんな状況の中食事だけでも美味しいものを食べてストレス発散しましょう！ご連絡お待ちしております♪,テイクアウト カツ丼 ,1150,テイクアウト 親子丼,1050,テイクアウト 天丼,1250,テイクアウト カツカレー1450 テイクアウトカレーライス 950 テイクアウト天ぷら盛り合わせ(大海老２本野菜５点) 1650 テイクアウト とんかつ(目玉焼き付き) 1350 テイクアウト 玉子焼き 750 テイクアウト 豚トロ炭火焼き風 650 テイクアウト 生そば2人前つゆ付き 1250 ,480,,,,,
5/5/2020 23:56:38,修正依頼,和風びすとろ　ことの葉,中区,太田町1-16,LA IPSE  102,,0452258939,みなとみらい線　日本大通り駅,テイクアウトは土日祝を除く11：45～15：00とディナーは土日祝を除く17：00～20：00,日曜日,https://www.hotpepper.jp/strJ001210485/,,お弁当,はい,いいえ,,和風と洋風のお弁当や和風洋風のお惣菜をご用意してます。現在テイクアウトのみです。近くデリバリーを検討中です,日替わり弁当,650,スパイスカレーライス　ハヤシライス,700,ローストポーク丼,800,オムハヤシ600、ミートソースパスタ700、ナポリタンパスタ700、オムハヤシ600、キッシュセット850、3種類のおつまみセット1000、８種類のおつまみセット1800,177,,,,,
